D7973990F9C8436D98B8AC6858E24665,有约束条件的统计推断及其应用,
D7973990F9C8436D98B8AC6858E24665,实验设计与分析 = Design and analysis of experiments,
D7973990F9C8436D98B8AC6858E24665,统计检验的理论与方法,
D7973990F9C8436D98B8AC6858E24665,统计模拟 = Simulation,
D7973990F9C8436D98B8AC6858E24665,数理统计引论,
220B2FFF3EF3256330662CDC24C02D12,图论与网络流理论 = Graph theory and network flow theory,
FF131F7C236078B8840D7BC12B04340E,你不可不知的 50 个数学知识 = 50 Mathematical ideas you really need to know,
BCC5BC042B66089221FAF064EC5D743C,统计学习理论 = Statical learning theory,
BCC5BC042B66089221FAF064EC5D743C,MATLAB小波分析超级学习手册,
AC6D00F529CFE8442F4FACF49D2FE41E,衰落信道数字通信基础,
AC6D00F529CFE8442F4FACF49D2FE41E,电磁波理论,
AC6D00F529CFE8442F4FACF49D2FE41E,电磁场、微波技术与天线,
AC6D00F529CFE8442F4FACF49D2FE41E,移动通信无线电波传播,
AC6D00F529CFE8442F4FACF49D2FE41E,现代无线通信系统电波传播 = Radio propagation for modern wireless systems,
AC6D00F529CFE8442F4FACF49D2FE41E,视距微波传播:多径衰落,
AC6D00F529CFE8442F4FACF49D2FE41E,微波传播衰落及衰落技术,
D53AC3BA1C96C7E14F9E35591B1C2AE2,智能控制,
D53AC3BA1C96C7E14F9E35591B1C2AE2,自适应控制 = Adaptive control,
CB5186754AE70CFC4D578B4E0B7798C2,现代操作系统 = Modern operating systems,
ED2DEC3CEF3647B69C4B8A335DC1D7E0,移动通信原理,
ED2DEC3CEF3647B69C4B8A335DC1D7E0,"曾国藩 , 血祭",
ED2DEC3CEF3647B69C4B8A335DC1D7E0,矩阵分析与应用习题解答 = Problem solutings for matrix analysis and applications,
7AC59C2908EB1B8482BCAB9667152E63,大数据技术全解 : 基础、设计、开发与实践,
7AC59C2908EB1B8482BCAB9667152E63,程序员面试宝典,
39CD9B24AFDC673EEFEAB9E2D0E8C80C,现代信号处理 = Modern signal processing,
11D5B792DF735F2489C0B0D67E805C0F,MATLAB 神经网络应用设计,
11D5B792DF735F2489C0B0D67E805C0F,神经计算原理 = Principles of neurocomputing for science & engineering,
11D5B792DF735F2489C0B0D67E805C0F,人工智能 = Artificial intelligence : 复杂问题求解的结构和策略structures and strategies for complex problem solving,
1183F1CD619001718702ADCCBE405B7E,千万别做“好女人” : 女性防癌抗癌新主张,
1183F1CD619001718702ADCCBE405B7E,一生一定要看的100部电影 = 100 movie musts in a lifetime : 英汉对照图文珍藏版,
1183F1CD619001718702ADCCBE405B7E,别害怕癌症,
FDA20AFB3AC3E5C1B4DF751C67AE9BEC,操作系统教程,
FDA20AFB3AC3E5C1B4DF751C67AE9BEC,计算机组成原理,
0E8F52F64D7E0270A85DA02821C2B4FC,统计推断,
17E1D033DBF02C117E58352913F8F5DD,可信计算与信任管理,
17E1D033DBF02C117E58352913F8F5DD,计算机免疫学,
17E1D033DBF02C117E58352913F8F5DD,基于随机博弈模型的网络安全分析与评价,
17E1D033DBF02C117E58352913F8F5DD,信息安全工程,
17E1D033DBF02C117E58352913F8F5DD,计算机安全学 = Computer security,
DE951EE52C334448406F05EA0FD92F97,物联网与传感网工程实践,
DE951EE52C334448406F05EA0FD92F97,物联网与无线传感器网络,
DE951EE52C334448406F05EA0FD92F97,信息融合关键技术及其应用,
D1EAA86ADA67A95B23DE5412205BA429,形式概念及其新进展,
644349AB3ECC94C6A9CC25870074C9A3,Origin 9.1科技绘图及数据分析,
644349AB3ECC94C6A9CC25870074C9A3,Origin 9.0科技绘图与数据分析超级学习手册,
803FDCEF360542113CBAFFF9A8D0530A,Java Web程序开发范例宝典,
803FDCEF360542113CBAFFF9A8D0530A,风电系统故障诊断与容错控制,
803FDCEF360542113CBAFFF9A8D0530A,模糊控制系统及应用,
803FDCEF360542113CBAFFF9A8D0530A,Java Web入门经典,
803FDCEF360542113CBAFFF9A8D0530A,试验设计与MATLAB数据分析,
803FDCEF360542113CBAFFF9A8D0530A,风电场电气工程,
803FDCEF360542113CBAFFF9A8D0530A,控制系统计算机辅助设计 : MATLAB语言与应用 = Computer aided control systems design : using MATLAB language,
803FDCEF360542113CBAFFF9A8D0530A,风力发电场,
803FDCEF360542113CBAFFF9A8D0530A,风电场工程,
803FDCEF360542113CBAFFF9A8D0530A,应用最优化方法及MATLAB实现,
803FDCEF360542113CBAFFF9A8D0530A,海上风电成本建模 : 安装与拆除,
803FDCEF360542113CBAFFF9A8D0530A,相控阵雷达原理 = Principles of phased array radar,
803FDCEF360542113CBAFFF9A8D0530A,主动式雷达遥感 = Active radar and lidar remote sensing,
803FDCEF360542113CBAFFF9A8D0530A,超宽带SAR浅埋目标成像与检测的理论和技术研究,
803FDCEF360542113CBAFFF9A8D0530A,超宽带通信原理及应用 = Ultra-wideband communications : fundamentals and applications,
803FDCEF360542113CBAFFF9A8D0530A,模糊控制及其 MATLAB 仿真,
803FDCEF360542113CBAFFF9A8D0530A,相控阵雷达馈线技术 = Phased array radar feed line technology,
803FDCEF360542113CBAFFF9A8D0530A,相控阵天线手册 = Phased array antenna handbook,
803FDCEF360542113CBAFFF9A8D0530A,雷达发射机技术,
803FDCEF360542113CBAFFF9A8D0530A,精通 MATLAB 7,
5ECE2978515FA96469F326D10BBAA570,MATLAB神经网络30例,
5ECE2978515FA96469F326D10BBAA570,城市道路智能交通控制技术,
5ECE2978515FA96469F326D10BBAA570,MATLAB神经网络原理与实例精解,
5ECE2978515FA96469F326D10BBAA570,MATLAB神经网络43个案例分析,
5ECE2978515FA96469F326D10BBAA570,机器学习基础教程 = A First course in machine learning,
5ECE2978515FA96469F326D10BBAA570,神经网络在应用科学和工程中的应用 : 从基本原理到复杂的模式识别,
5ECE2978515FA96469F326D10BBAA570,MATLAB 神经网络 30 个案例分析,
5ECE2978515FA96469F326D10BBAA570,现代博弈论基础,
5ECE2978515FA96469F326D10BBAA570,MATLAB神经网络编程,
5ECE2978515FA96469F326D10BBAA570,MATLAB 神经网络应用设计,
5ECE2978515FA96469F326D10BBAA570,交通信息智能预测理论与方法,
6C332D7DB08C20E5090C346CC200166B,掌控记忆 = Master your memory,
6C332D7DB08C20E5090C346CC200166B,思考的艺术 = The Art of thinking : a guide to critical and creative thought,
6C332D7DB08C20E5090C346CC200166B,思维导图宝典,
6C332D7DB08C20E5090C346CC200166B,博赞记忆术,
6C332D7DB08C20E5090C346CC200166B,思维导图 = The mind map book,
6C332D7DB08C20E5090C346CC200166B,思维版图 = The Geography of thought,
6C332D7DB08C20E5090C346CC200166B,高等数学全程学习指导与习题精解 : 同济六版,
10C3B9BB0A89F09511041C395E2F6DC4,零基础学C语言,
10C3B9BB0A89F09511041C395E2F6DC4,C++ 从入门到实践,
1682020BB9DAF7F9A393D70AD310C403,软件定义数据中心 : 技术与实践 = Software defined data center : technology and application,
1682020BB9DAF7F9A393D70AD310C403,软件定义网络 : 原理、技术与实践 = Software defined networks : a comprehensive approach,
1682020BB9DAF7F9A393D70AD310C403,黑客攻防从新手到高手,
1682020BB9DAF7F9A393D70AD310C403,软件定义网络技术及应用,
1682020BB9DAF7F9A393D70AD310C403,"国家地理 , 中国卷 = National geography of China",
1671FBE020BF01AB140BF6D8A6183218,基于工作项目的Android高级开发实战,
1671FBE020BF01AB140BF6D8A6183218,Java程序设计 = Textbook for programming in Java,
1671FBE020BF01AB140BF6D8A6183218,从零开始每天学一点日语,
1671FBE020BF01AB140BF6D8A6183218,Java 程序员面试指南,
941BE5C973FB3A8734EA1469F6C9F27C,"统计信号处理基础 : 估计与检测理论 . 卷I = Fundamentals of statistical signal processing . volume I , estimation theory统计信号处理基础 : 估计与检测理论 . 卷II = Fundamentals of statistical signal processing . volume II , detection theory",
941BE5C973FB3A8734EA1469F6C9F27C,“胡”说IC : 菜鸟工程师完美进阶,
941BE5C973FB3A8734EA1469F6C9F27C,数字通信 = Digital communications,
941BE5C973FB3A8734EA1469F6C9F27C,电力线通信技术与实践,
941BE5C973FB3A8734EA1469F6C9F27C,Turbo 码设计与应用,
941BE5C973FB3A8734EA1469F6C9F27C,LDPC 码理论与应用,
941BE5C973FB3A8734EA1469F6C9F27C,宽带无线通信 OFDM 技术,
941BE5C973FB3A8734EA1469F6C9F27C,高效信道编译码技术及其应用,
9B2375CD842A3290B64E62F1CD1CC59E,4G移动通信技术权威指南 : LTE与LTE-Advanced = 4G LTE/LTE-Advanced for mobile broadband,
8ACA2C52762282CC8975D2218D9091AA,平面构成设计教程,
8ACA2C52762282CC8975D2218D9091AA,平面构成,
8ACA2C52762282CC8975D2218D9091AA,平面构成与应用,
8ACA2C52762282CC8975D2218D9091AA,平面构成,
8ACA2C52762282CC8975D2218D9091AA,3ds Max/VRay展览展示设计应用,
8ACA2C52762282CC8975D2218D9091AA,格调,
5371B338F289DA6FD6C70B8DD4497666,Excel 2016数据处理与分析从新手到高手,
5371B338F289DA6FD6C70B8DD4497666,Excel 2016实用技巧自学宝典,
F2340C843D8424D9CAF74281DF2A49E2,2014 张剑考研阅读理解精练100篇,
F2340C843D8424D9CAF74281DF2A49E2,考研英语高分写作,
F2340C843D8424D9CAF74281DF2A49E2,考研英语五大题源报刊阅读150篇,
F2340C843D8424D9CAF74281DF2A49E2,考研英语词汇分级背诵与测试手册,
270E3C57CD313172901C4C7E3DD334AF,考研英语 (二) 高分阅读老蒋80篇 : 2017,
270E3C57CD313172901C4C7E3DD334AF,考研英语 (二) 高分老蒋教程,
270E3C57CD313172901C4C7E3DD334AF,通信原理,
270E3C57CD313172901C4C7E3DD334AF,高等数学,
270E3C57CD313172901C4C7E3DD334AF,"考研数学复习指南 , 数学一 : 网络增值版",
270E3C57CD313172901C4C7E3DD334AF,高等数学复习指导 : 思路、方法与技巧,
270E3C57CD313172901C4C7E3DD334AF,微积分习题精选精解,
93558660EFE29145C839FB1C3CB2E0E6,Linux基础教程,
93558660EFE29145C839FB1C3CB2E0E6,红楼梦,
9D4081C756DA11C786B9DEB9D8E69F69,大学英语四级晨读美文100篇,
9D4081C756DA11C786B9DEB9D8E69F69,林肯传 = Lincoln the unknown,
6572E24697BB839C412DD2D0242723A6,HTML 5 开发手册 = HTML 5 developer's cookbook,
6572E24697BB839C412DD2D0242723A6,精通HTML5+CSS3+JavaScript网页设计,
9205A56D978FE2DCCF80E52071168E9E,Android手机应用开发简明教程,
9205A56D978FE2DCCF80E52071168E9E,算法设计、分析与实现 : C、C++和Java,
9205A56D978FE2DCCF80E52071168E9E,"考研数学复习指南 , 数学一 : 网络增值版",
9205A56D978FE2DCCF80E52071168E9E,数据结构,
FDC7A25F14A246B2DFD27288E45E10D7,数字通信 = Digital Communications,
2E97248275F1197F404739ABE7298DAD,HTML+CSS+JavaScript网页制作简明教程,
2E97248275F1197F404739ABE7298DAD,HTML与CSS入门经典,
2E97248275F1197F404739ABE7298DAD,不合时宜的沉思 = Unzeitgemabe betrachtungen,
E22F9CDD3F453939807B59CB7BA581FA,2017年计算机组成原理联考复习指导 = Review guide of computer organization and architecture entrance exam,
E22F9CDD3F453939807B59CB7BA581FA,2014 年操作系统联考复习指导 = Review guide of operating systems entrance exam,
A939DFB600852D77BB0EDE599918075D,大学生数学竞赛习题精讲,
A939DFB600852D77BB0EDE599918075D,西方哲学史精华本 = A history of western philosophy,
A939DFB600852D77BB0EDE599918075D,"深入解析 Windows 操作系统 : Microsoft Windows Server 2003/Windows XP/Windows 2000 技术内幕 = Microsoft windows internals : Microsoft Windows server 2003, Windows XP, and Windows 2000",
765D6A832D519939969D450A4D668287,数字信号处理教程,
765D6A832D519939969D450A4D668287,固体物理学,
765D6A832D519939969D450A4D668287,微波技术基础,
765D6A832D519939969D450A4D668287,我的团长我的团 = Soldiers and their commander . 上部,
765D6A832D519939969D450A4D668287,数字信号处理教程习题分析与解答,
765D6A832D519939969D450A4D668287,通信原理学习与考研指导,
27A2DBC7A62C4BAD134ED2AFA25CDD53,JavaScript编程精解 = Eloquent JavaScript : a modern introduction to programming,
27A2DBC7A62C4BAD134ED2AFA25CDD53,Java从入门到精通,
27A2DBC7A62C4BAD134ED2AFA25CDD53,运筹学解题指导,
77B045DDF2A455E0E5FEE2C1D1E3E7CF,计算机视觉 : 算法与应用,
E4A96D58104856E881CE810CCE21FFE7,无情世界的感情 : 电影记忆,
E4A96D58104856E881CE810CCE21FFE7,Tea for Two : 小说卷,
E4A96D58104856E881CE810CCE21FFE7,浮生六记,
E4A96D58104856E881CE810CCE21FFE7,三十年散文观止 . 上,
E4A96D58104856E881CE810CCE21FFE7,平面设计的语言 : 学设计必须掌握的26条基本法则,
E4A96D58104856E881CE810CCE21FFE7,余秋雨简要读本,
2BD0318AB66E52F6196A081E40E85096,考研英语完形填空精讲精练,
2BD0318AB66E52F6196A081E40E85096,考研英语词汇词根+联想记忆法 : 便携版,
2BD0318AB66E52F6196A081E40E85096,2016年考研英语短文写作及英汉翻译,
2BD0318AB66E52F6196A081E40E85096,英语多功能速查词典,
2BD0318AB66E52F6196A081E40E85096,高等数学解题方法与技巧,
36ACDEDB68157B7C3905144777EC4EBC,沉思录 = Meditations,
3CEB49719E79AFBC7BD0AB129A7C1231,通信企业管理 = Communication enterprise management,
3CEB49719E79AFBC7BD0AB129A7C1231,工程经济学 = Contemporary engineering economics,
3CEB49719E79AFBC7BD0AB129A7C1231,战略管理 : 概念与案例 = Strategic management,
3CEB49719E79AFBC7BD0AB129A7C1231,通信企业竞争优势战略,
D6E2AD60E949AB7C82EC4D5C71FDE931,C++程序设计,
D6E2AD60E949AB7C82EC4D5C71FDE931,Photoshop数码照片处理与修饰技巧,
BD78BA9CA616DCD0E549559F2B55CECB,"国家公务员录用考试专用教材 , 行政职业能力测验 : 2015最新版",
BD78BA9CA616DCD0E549559F2B55CECB,英语时文阅读 . 第2季 = Current news articles for extensive reading . Season 2,
BD78BA9CA616DCD0E549559F2B55CECB,行政职业能力测验,
EF7AF2163B1216F08F716A2242993D86,ZeroMQ : 云时代极速消息通信库 = ZeroMQ : messaging for many applications,
3E2F09C311F68278B3281EFA988A10FB,CST天线仿真与工程设计,
3E2F09C311F68278B3281EFA988A10FB,通信原理习题集,
3E2F09C311F68278B3281EFA988A10FB,C++ Primer Plus(第五版) 中文版,
5C4C72EB56738067735D1A2D8D5FB368,基于内容的多媒体信息索引与检索概论,
5C4C72EB56738067735D1A2D8D5FB368,国际关系精要 = Essentials of international relations,
5C4C72EB56738067735D1A2D8D5FB368,平凡的世界 . 第一部,
5C4C72EB56738067735D1A2D8D5FB368,离散时间语音信号处理 : 原理与应用 = Discrete-time speech signal processing : principles and practice,
7D07F3BB20FB1AAB6B609B4B956AD9BB,Java Web编程实战宝典 : JSP+Servlet+Struts 2+Hibernate+Spring+Ajax,
1680DDED926D20C932ADA8D7E1CF7B7F,高等量子力学 . 下册,
1680DDED926D20C932ADA8D7E1CF7B7F,高等量子力学 . 上册,
1680DDED926D20C932ADA8D7E1CF7B7F,固体物理基础,
7370C82081AC591474F236DA655B84E9,小波十讲 = Ten lectures on wavelets,
404B9DDC080EE999666B5B5530BD0F9D,操作系统 = Operating systems,
DFA41C97B0438BA39AC99F518885F38D,零基础学PHP : 11.5小时多媒体教学视频,
DFA41C97B0438BA39AC99F518885F38D,计算机图形学 = Fundamentals of computer graphics,
4FF5C27A00154B0EC2883E859493BE5B,jQuery Mobile移动网站开发,
4FF5C27A00154B0EC2883E859493BE5B,微信公众平台搭建与开发揭秘,
4FF5C27A00154B0EC2883E859493BE5B,微信公众平台开发与案例分析,
4FF5C27A00154B0EC2883E859493BE5B,微信公众平台开发与案例分析,
4FF5C27A00154B0EC2883E859493BE5B,微信公众平台应用开发实战,
4FF5C27A00154B0EC2883E859493BE5B,微信公众平台应用开发实战,
4FF5C27A00154B0EC2883E859493BE5B,微信公众平台搭建与开发揭秘,
4FF5C27A00154B0EC2883E859493BE5B,贯通 Tomcat 开发 : Java Web 开发配置、整合、应用开发详解,
D82227FECD0A59C9BB2F48E165E0F295,Red Hat Enterprise Linux 7服务器构建快学通,
D82227FECD0A59C9BB2F48E165E0F295,手把手学习Linux服务器配置与管理,
D82227FECD0A59C9BB2F48E165E0F295,"鸟哥的 Linux 私房菜 , 服务器架设篇",
73FC310B9D7F5C4A4024F5C2E129CF47,从沉沦到荣光 = From humiliation fo honor : 抗日战争全记录 : 1931-1945,
73FC310B9D7F5C4A4024F5C2E129CF47,认识飞行,
73FC310B9D7F5C4A4024F5C2E129CF47,数据结构 = Fundamentals of data structures in C : C语言版,
70BA906E6FD47B4D3DD56E4F2D08B1D7,MySQL数据库应用从入门到精通,
70BA906E6FD47B4D3DD56E4F2D08B1D7,Struts 2 + Spring+Hibernate框架技术与项目实战,
70BA906E6FD47B4D3DD56E4F2D08B1D7,Java Web 开发速学宝典,
70BA906E6FD47B4D3DD56E4F2D08B1D7,Android从入门到精通,
70BA906E6FD47B4D3DD56E4F2D08B1D7,操作系统设计与实现 = Operating systems design and implementation . 上册,
D57FCB7B8F5CFB622F4DC0D4BB12A9B2,WCDMA关键技术详解,
D57FCB7B8F5CFB622F4DC0D4BB12A9B2,移动通信轻松入门,
D57FCB7B8F5CFB622F4DC0D4BB12A9B2,TD-LTE网络规划原理与应用 = TD-LTE network planning principle and application,
D57FCB7B8F5CFB622F4DC0D4BB12A9B2,大话无线通信,
D57FCB7B8F5CFB622F4DC0D4BB12A9B2,精通DIV+CSS3网页布局与样式,
5A2787C2681F66B61DCA6D9A56D68BFA,"精通JavaScript开发 = Pro JavaScript development : coding, capabilities, and tooling",
5A2787C2681F66B61DCA6D9A56D68BFA,HTML 5与JavaScript程序设计,
5A2787C2681F66B61DCA6D9A56D68BFA,jQuery从菜鸟到忍者,
5A2787C2681F66B61DCA6D9A56D68BFA,即用即查 JavaScript 核心对象参考手册,
CEE6739D3799E8DCD10067173A0AFA19,Java程序设计及实验,
CEE6739D3799E8DCD10067173A0AFA19,Java入门经典,
CAB1790FD882CE9A3E44D0416D28197D,12天搞定考研英语写作,
B5A066C317CF6E6EF7330F32CD2FD74B,1984,
68F3C08194AAA3B5F98563E604F2D490,精通LabVIEW虚拟仪器程序设计,
E71D60D08CF5AD3F8CA393EF473F4776,编程之美 : 微软技术面试心得,
E71D60D08CF5AD3F8CA393EF473F4776,经济学原理 = Principles of economics,
EB1AE25F28A1714E5174F37D600FB774,Java程序设计基础教程,
EB1AE25F28A1714E5174F37D600FB774,大设计 : BBC写给大众的设计史,
EB1AE25F28A1714E5174F37D600FB774,"真实的设计 : 荷兰现代主义与视觉识别 = Droom van helderheid : Huisstijlen, ontwerpbureaus en modernisme in Nederland : 1960-1975",
EB1AE25F28A1714E5174F37D600FB774,平面设计基础教程 = The fundamentals of graphic design,
EB1AE25F28A1714E5174F37D600FB774,设计艺术史,
EB1AE25F28A1714E5174F37D600FB774,超越 LOGO 设计 : 国际顶级平面设计师的成功法则 = Logo design love : a guide to creating iconic brand identities,
EB1AE25F28A1714E5174F37D600FB774,完美网页的视觉设计法则 = The principles of beautiful web design,
1CB31648AE18983CE0C99C08FDB73BD2,产品经理面试宝典 = Cracking the interview : how to land product manager job in technology,
1CB31648AE18983CE0C99C08FDB73BD2,人月神话 : 32 周年中文纪念版,
AFA00500A44D37E6204E38E7BC598F96,实时数字信号处理 : 实践方法与应用,
64FE855B1D7EEAA15F9296B9391A9A3E,吹灯录 . 1,
45170D62516663CE06977406AC3A7C3A,数据与算法,
94E45816C98437F5CDB18F39F4B25F7B,Python计算机视觉编程 = Programming computer vision with Python,
94E45816C98437F5CDB18F39F4B25F7B,小波变换与图像处理,
94E45816C98437F5CDB18F39F4B25F7B,小波变换与图像、图形处理技术,
5FBB9C898AAF937D9A2173D7530D552F,2017年考研英语阅读200篇,
5FBB9C898AAF937D9A2173D7530D552F,历年考研英语真题名家详解,
6DA335D53AD46E4A351E955BB753871B,MSP430系列单片机实用C语言程序设计,
2D5E58036A817B34680E64990F291799,通俗天文学 = Astronomy for everybody : 和宇宙的一场对话,
10C927C6A750522158B54C6BC634A41D,14 小时直觉速记四级考试核心词汇,
10C927C6A750522158B54C6BC634A41D,14 小时直觉速记考研英语核心词汇,
B924369C6267CAACED9D9FE76164ACB4,大数据 小故事,
B924369C6267CAACED9D9FE76164ACB4,数据挖掘技术 : 应用于市场营销、销售与客户关系管理,
B924369C6267CAACED9D9FE76164ACB4,数学之美 = Beauty of mathematics,
B924369C6267CAACED9D9FE76164ACB4,"少有人走的路 , 心智成熟的旅程 = The road less traveled",
B924369C6267CAACED9D9FE76164ACB4,犯罪心理学 = Criminal behavior: a psychosocial approach,
201CD615758AE05AD170DFFFD6B5BD40,Verilog HDL高级数字设计 = Advanced digital design with the verilog HDL,
201CD615758AE05AD170DFFFD6B5BD40,FPGA 数字逻辑设计教程 : Verilog = Digital design using digilent FPGA boards Verilog/active-HDL edition,
E534D0027E77601CB46544100584BC4B,数字图像处理,
E534D0027E77601CB46544100584BC4B,"编译原理 = Compilers : principles, techniques, and tools",
1170274E4EC8B75D0DF7BA54483339B8,数字图像处理 = The image processing handbook,
1170274E4EC8B75D0DF7BA54483339B8,设计模式的艺术 : 软件开发人员内功修炼之道,
1170274E4EC8B75D0DF7BA54483339B8,Linux从入门到精通,
1170274E4EC8B75D0DF7BA54483339B8,线性代数,
1170274E4EC8B75D0DF7BA54483339B8,Python 学习手册,
1170274E4EC8B75D0DF7BA54483339B8,模式识别 = Pattern Recognition,
1170274E4EC8B75D0DF7BA54483339B8,"统计学习基础 : 数据挖掘、推理与预测 = The elements of statistical learning : data mining, inference, and prediction",
B8ECD08596C4307F7DF93AAFF0540F11,狂吃十万亿 : 中国农产品食品高附加值成长模式,
B8ECD08596C4307F7DF93AAFF0540F11,王石谈经营,
B8ECD08596C4307F7DF93AAFF0540F11,王石财富密码 : 全面揭开万科地产成长之谜,
C6C46CE3553F2D08807C7C8861AE99A6,Python 学习手册,
8DD9C262D7C5D071202702AEE9C6FE62,网络与 TCP/IP 协议,
8DD9C262D7C5D071202702AEE9C6FE62,失控 = Out of control : 全人类的最终命运和结局,
8DD9C262D7C5D071202702AEE9C6FE62,神经网络与机器学习 = Neural networks and learning machines,
B9D3775DE6B4EFEA1B02ED01C1D4E1D3,考研英语词汇背诵圣典,
B9D3775DE6B4EFEA1B02ED01C1D4E1D3,考研英语历年真题详解及复习指南,
CD4760515111865A777FA8B49B4B5E26,高等代数与解析几何 . 下册,
CD4760515111865A777FA8B49B4B5E26,数字通信 = Digital communications : 基础与应用Fundamentals and applications,
CD4760515111865A777FA8B49B4B5E26,数字与模拟通信系统 = Digital and analog communication systems,
CD248516F026BC33E9A8CBF9165EA560,线性代数与几何 . 上,
4CE7271F001F856ACC996CA95D15714A,计算机算法 : C++语言描述 = Computer Algorithms/C++,
4CE7271F001F856ACC996CA95D15714A,计算机网络与通信 = Computer network and communication,
4CE7271F001F856ACC996CA95D15714A,"算法 : C 语言实现 . 第1-4部分 , 基础知识、数据结构、排序及搜索 = Algorithms in C . Parts 1-4 : fundamentals, data structures, sorting, searching",
4CE7271F001F856ACC996CA95D15714A,计算机网络与通信 = Computer network & communication,
4CE7271F001F856ACC996CA95D15714A,计算机通信与网络 = Computer communications and networking,
4CE7271F001F856ACC996CA95D15714A,计算机网络,
4CE7271F001F856ACC996CA95D15714A,计算机网络与应用,
